layer,manufacturer,model,product_url,datasheet_url,datasheet_local,price_EUR,price_source,Voltage_V,Rated_Torque_Nm,Peak_Torque_Nm,Max_Momentary_Torque_Nm,Rated_Speed_RPM,Max_Speed_RPM,Rated_Power_W,Weight_kg,Diameter_mm,Length_mm,Reducer_or_Ratio,Kt_raw_Nm_per_A,Kt_ref,Kv_raw,Kv_unit,Kv_ref,R_raw_ohm,R_ref,Winding,Pole_Pairs,Cont_Current_A,Peak_Current_A,IP,Communication,Notes,Source,__file
motor,CubeMars,GL40 KV210,https://www.cubemars.com/product/gl40-kv70-gimbal-motor.html,https://www.cubemars.com/data/cms/202602/gl40-gimbal-motor-2d-drawing.pdf,gl40-gimbal-motor-2d-drawing.pdf,,same page/price as GL40 KV70 ($72.99-$97.99 USD); winding variant,16,0.25,0.75,,2100.0,3120.0,,0.107,46.5,21.5,none (direct drive),0.05,unknown,195.0,rpm/V,unknown,0.5,terminal_ll,wye,14.0,4.9,14.9,,,"Gimbal motor. R = phase-to-phase. Currents ADC. KV210 winding variant of GL40 (spec Kv=195). Ke 4.88, L 180uH, J 74, Km 0.0707.",https://www.cubemars.com/,cubemars_specs.csv
motor,CubeMars,GL60 KV25,https://www.cubemars.com/product/gl60-kv25-gimbal-motor.html,https://www.cubemars.com/data/cms/202602/gl60-gimbal-motor-2d-drawing.pdf,gl60-gimbal-motor-2d-drawing.pdf,95.0,"$108.99-$133.99 USD, low bound x0.876",24,0.6,1.75,,310.0,516.0,,0.23,69.0,22.3,none (direct drive),0.45,unknown,25.0,rpm/V,unknown,5.5,terminal_ll,wye,14.0,1.35,4.0,,,"Gimbal motor. R = phase-to-phase. Currents ADC. Bore 20mm. L 2720uH, J 355. Size Dia69x22.3mm.",https://www.cubemars.com/,cubemars_specs.csv
motor,CubeMars,GL80 KV30,https://www.cubemars.com/product/gl80-kv30-gimbal-motor.html,https://www.cubemars.com/data/cms/202602/gl80-gimbal-motor-2d-drawing.pdf,gl80-gimbal-motor-2d-drawing.pdf,159.0,$181.99 USD x0.876,24,1.0,2.9,,450.0,650.0,,0.315,87.0,22.3,none (direct drive),0.356,unknown,27.0,rpm/V,unknown,1.8,terminal_ll,wye,21.0,2.8,8.2,,,"Gimbal motor. R = phase-to-phase. Currents ADC. Model title 'KV30' but spec Kv=27. Ke 35.27, L 1100uH, J 650, Km 0.2653, insulation H. Size Phi87x22.3mm. Page also lists KV60 variant (separate row).",https://www.cubemars.com/,cubemars_specs.csv
motor,CubeMars,GL80 KV60,https://www.cubemars.com/product/gl80-kv30-gimbal-motor.html,https://www.cubemars.com/data/cms/202602/gl80-gimbal-motor-2d-drawing.pdf,gl80-gimbal-motor-2d-drawing.pdf,,same page/price as GL80 KV30 ($181.99 USD); winding variant,24,1.0,2.9,,1010.0,1300.0,,0.315,87.0,22.3,none (direct drive),0.178,unknown,54.5,rpm/V,unknown,0.45,terminal_ll,wye,21.0,5.6,16.3,,,"Gimbal motor. R = phase-to-phase. Currents ADC. KV60 winding variant of GL80 (spec Kv=54.5). Ke 17.47, L 270uH, J 650, Km 0.2653.",https://www.cubemars.com/,cubemars_specs.csv
motor,CubeMars,GL100 KV10,https://www.cubemars.com/product/gl100-kv10-gimbal-motor.html,https://www.cubemars.com/data/cms/202602/gl100-gimbal-motor-2d-drawing.pdf,gl100-gimbal-motor-2d-drawing.pdf,239.0,$272.99 USD x0.876,24,3.0,7.7,,130.0,223.0,,0.698,106.8,34.2,none (direct drive),1.03,unknown,9.3,rpm/V,unknown,2.65,terminal_ll,wye,20.0,2.9,7.8,,,"Gimbal motor. R = phase-to-phase. Currents ADC. Model title 'KV10' but spec Kv=9.3. Ke 102.4, L 2350uH, J 2310, Km 0.6327, insulation H. Size Phi106.8x34.2mm.",https://www.cubemars.com/,cubemars_specs.csv
motor,CubeMars,GL40 II KV82.5,https://www.cubemars.com/product/gl40-II-kv82-5-gimbal-motor.html,https://www.cubemars.com/data/cms/202602/GL40-ii-gimbal-motor-2d-drawing.pdf,GL40-ii-gimbal-motor-2d-drawing.pdf,117.0,$133.99 USD x0.876,16,0.25,0.68,,697.0,1388.0,,0.125,,,none (direct drive),0.11,unknown,82.5,rpm/V,unknown,3.0,terminal_ll,wye,14.0,1.88,5.22,,,"Gimbal motor. R = phase-to-phase. Currents ADC. GL II series. L 1320uH, J 79.45, Km 0.0639, insulation H. Ke printed 0.0115 V/krpm (likely typo, ~11.5). Diameter/length not in spec text.",https://www.cubemars.com/,cubemars_specs.csv
motor,CubeMars,GL60 II KV28,https://www.cubemars.com/product/gl60-II-kv28-gimbal-motor.html,https://www.cubemars.com/data/cms/202602/gl60-ii-gimbal-motor-2d-drawing.pdf,gl60-ii-gimbal-motor-2d-drawing.pdf,146.0,$166.99 USD x0.876,24,0.6,1.5,,319.0,,,0.276,70.5,33.6,none (direct drive),0.34,unknown,28.0,rpm/V,unknown,5.8,unknown,unknown,14.0,1.54,4.09,,,"Gimbal motor. R = phase-to-phase. Currents ADC. GL II series, config 24N28P (=14 pole pairs), bore 20mm. Values @24V (page also lists 16V option: rated current 1.56A, rated speed 153, peak torque 1Nm). R labeled 'Winding Resistance' 5.8ohm (frame unstated). Line inductance 6mH, J 401.09. Copper wire level E, enamel level H. Currents in A.",https://www.cubemars.com/,cubemars_specs.csv
motor,T-Motor,U8 II KV100,https://store.tmotor.com/goods-561-U8_KV100.html,,,285.0,USD 309.99 @ store.tmotor.com (~0.92 EUR/USD),12S (44-50V),,,,,,,0.272,87.1,29.1,direct-drive,,,100.0,rpm/V,unknown,0.170,unknown,,21.0,,29.3,IP45,,Stator 36N42P; R=170+/-5mOhm (internal resistance); peak current 29.3A and max power 1406W are 180s ratings; max thrust 7.3kg; shaft 15mm. KV150/KV190 variants exist on same page but no per-KV specs published. CROSS-CHECK motor: published KV=100 matches DB; winding NOT stated by T-Motor.,https://store.tmotor.com/goods-561-U8_KV100.html,drone-lowkv_specs.csv
motor,T-Motor,U8 II Pro KV100,https://store.tmotor.com/product/u8-2-pro-u-efficiency.html,,,285.0,USD 309.99 @ store.tmotor.com (~0.92 EUR/USD),12S (48-52V),,,,,,,0.287,87.3,29.55,direct-drive,,,100.0,rpm/V,unknown,0.134-0.141,unknown,,21.0,,31.0,IP56,,Stator 36N42P; internal resistance 134-141mOhm; peak 31A / max power 1450W (180s); max thrust 9.1kg; bearing 6901ZZ; shaft 12mm.,https://store.tmotor.com/product/u8-2-pro-u-efficiency.html,drone-lowkv_specs.csv
motor,T-Motor,U8 II Lite KV100,https://store.tmotor.com/product/u8-v2-lite-u-efficiency.html,,,276.0,USD 299.90 @ store.tmotor.com (~0.92 EUR/USD),12S (48-52V),,,,,,,0.253,87.3,26.05,direct-drive,,,100.0,rpm/V,unknown,0.134-0.141,unknown,,21.0,,31.0,,,Stator 36N42P; internal resistance 134-141mOhm; peak 31A / max power 1450W (180s); max thrust 9.1kg. KV85 variant selectable but no specs published for it.,https://store.tmotor.com/product/u8-v2-lite-u-efficiency.html,drone-lowkv_specs.csv
motor,T-Motor,Antigravity MN8017 KV120,https://store.tmotor.com/product/mn8017-motor-antigravity-type.html,,,267.0,USD 289.90 @ store.tmotor.com (~0.92 EUR/USD),12S (44-50V),,,,,,,0.453,87.8,34.5,direct-drive,,,120.0,rpm/V,unknown,0.045,unknown,,21.0,,68.6,,,Stator 36N42P; internal resistance 45mOhm; peak 68.6A / max power 3180W (180s); max thrust 16.8kg; shaft 12mm.,https://store.tmotor.com/product/mn8017-motor-antigravity-type.html,drone-lowkv_specs.csv
motor,T-Motor,Antigravity MN1005 V2.0 KV90,https://store.tmotor.com/product/mn1005-v2-motor-antigravity-type.html,,,230.0,USD 249.90 @ store.tmotor.com (~0.92 EUR/USD),12S (44-50V),,,,,,,0.282,107.0,23.0,direct-drive,,,90.0,rpm/V,unknown,0.168,unknown,,21.0,,32.0,,,Pancake stator 36N42P; internal resistance 168mOhm; peak 32A / max power 1500W (180s); max thrust 9.3kg; shaft 17mm. KV100 variant also available.,https://store.tmotor.com/product/mn1005-v2-motor-antigravity-type.html,drone-lowkv_specs.csv
motor,T-Motor,U10 II KV100,https://store.tmotor.com/product/u10-2-u-efficiency.html,,,313.0,USD 339.90 @ store.tmotor.com (~0.92 EUR/USD),12S (44-50V),,,,,,,0.415,98.6,33.1,direct-drive,,,100.0,rpm/V,unknown,0.101,unknown,,21.0,,32.4,IP45,,Stator 36N42P; internal resistance 101+/-5mOhm; peak 32.4A / max power 1600W (180s); max thrust 10.6kg; shaft 15mm.,https://store.tmotor.com/product/u10-2-u-efficiency.html,drone-lowkv_specs.csv
motor,T-Motor,U12 II KV120,https://store.tmotor.com/product/u12-v2-kv120-u-efficiency.html,,,340.0,USD 369.90 @ store.tmotor.com (~0.92 EUR/USD),10-14S (37-59V),,,,,,,0.778,106.8,47.6,direct-drive,,,120.0,rpm/V,unknown,0.022,unknown,,21.0,,95.0,,,Stator 36N42P; internal resistance 22mOhm; peak 94.3-95A / max power 4560W; max thrust 20.4kg @48V; shaft 15mm.,https://store.tmotor.com/product/u12-v2-kv120-u-efficiency.html,drone-lowkv_specs.csv
motor,T-Motor,U13 II KV65,https://store.tmotor.com/product/u13-v2-kv65-motor-u-power.html,,,350.0,USD 379.90 @ store.tmotor.com (~0.92 EUR/USD),22-25S (81-105V),,,,,,,0.975,100.0,60.0,direct-drive,,,65.0,rpm/V,unknown,0.073,unknown,,21.0,,68.0,,,Stator 36N42P; internal resistance 73mOhm; peak 68A / max power 6720W; max thrust 28.7kg; shaft 15mm.,https://store.tmotor.com/product/u13-v2-kv65-motor-u-power.html,drone-lowkv_specs.csv
motor,T-Motor,U13 II KV130,https://store.tmotor.com/product/U13-v2-KV130-Power-Type-UAV-Motor.html,,,350.0,USD 379.90 @ store.tmotor.com (~0.92 EUR/USD),10-14S (37-59V),,10.0,,,,,0.99,100.0,60.0,direct-drive,,,130.0,rpm/V,unknown,0.018,unknown,,21.0,,118.0,,,"Stator 36N42P; internal resistance 18mOhm; peak 118A / max power 5659W; max thrust 24.3kg with torque 10 Nm at 100pct throttle @48V (operating-point torque, not a rated spec); shaft 15mm.",https://store.tmotor.com/product/U13-v2-KV130-Power-Type-UAV-Motor.html,drone-lowkv_specs.csv
motor,T-Motor,GB54-1 KV33 gimbal,https://store.tmotor.com/product/gb54-1-gimbal-type.html,,,64.0,USD 69.90 @ store.tmotor.com (~0.92 EUR/USD),3-6S (11-25V),,0.33,,,,,0.137,60.7,23.0,direct-drive,,,33.0,rpm/V,unknown,15.6,unknown,,7.0,,,,,"Gimbal outrunner, stator 12N14P; internal resistance 15.6 Ohm; max (holding) torque 0.33 Nm - ambiguous vendor 'max torque'; 12.7mm hollow shaft; payload up to 1.8kg camera.",https://store.tmotor.com/product/gb54-1-gimbal-type.html,drone-lowkv_specs.csv
motor,T-Motor,GB54-2 KV26 gimbal,https://store.tmotor.com/product/gb54-2-gimbal-type.html,,,,,3-6S (11-25V),,,,,,,0.156,60.7,25.0,direct-drive,,,26.0,rpm/V,unknown,,unknown,,,,,,,Gimbal outrunner; 12.7mm hollow shaft; cable 35cm. Reseller listing quotes 'internal resistance 150 Ohm' which is likely a typo for ~15 Ohm (cf GB54-1 15.6 Ohm) - left blank pending manufacturer confirmation.,https://store.tmotor.com/product/gb54-2-gimbal-type.html,drone-lowkv_specs.csv
motor,T-Motor,GB85-1 gimbal,https://store.tmotor.com/categorys/gimbal-motor,,,,,,,0.59,,,,,0.224,86.8,26.5,direct-drive,,,,rpm/V,unknown,13,unknown,,21.0,,,,,"Gimbal outrunner, stator 36N42P; internal resistance 13 Ohm; max (holding) torque ~0.57-0.59 Nm (5.8-6 kgf.cm). KV not published. Hollow shaft.",https://www.unmannedsystemssource.com/shop/motors/tmotor-motors/t-motor-gimbal-gb85-1/,drone-lowkv_specs.csv
motor,iPower Motor,GBM4008H-150T,https://shop.iflight.com/gimbal-motors-cat44/ipower-gbm4008h-50t-gimbal-motor-stainless-steel-hollow-shaft-pro175,,,23.0,USD 25.00 @ shop.iflight.com (~0.92 EUR/USD),10-24V DC (12V nom),,0.186,,,,,0.1097,,,direct-drive,,,68.0,rpm/V,unknown,6.7,unknown,,11.0,1.1,,,,"Gimbal outrunner, stator 24N22P; internal resistance 6.7 Ohm; static inductance 1.75mH; rated current 1.1A; max (holding) torque 1.9 kgf.cm = 0.186 Nm; copper wire 0.25mm; hollow shaft. 150 = winding turns. KV68 is published even though high for 150T.",https://shop.iflight.com/gimbal-motors-cat44/ipower-gbm4008h-50t-gimbal-motor-stainless-steel-hollow-shaft-pro175,drone-lowkv_specs.csv
motor,iPower Motor,GBM4108H-120T,https://www.robotshop.com/products/ipower-gbm4108h-120t-gimbal-motor,,,,,,,,,,,,0.1252,,,direct-drive,,,,rpm/V,unknown,11.1,unknown,,11.0,,,,,"Gimbal outrunner, stator 24N22P; internal resistance 11.1 Ohm +/-5pct; winding 0.17mm x1 120T; 8mm hollow shaft. KV not published.",https://www.robotshop.com/products/ipower-gbm4108h-120t-gimbal-motor,drone-lowkv_specs.csv
motor,iPower Motor,GBM5208H-180T,https://www.himodel.com/m/electric/iPower_Gimbal_Brushless_Motor_GBM5208H-180T_for_600-1500g_Camera.html,,,,,,,,,,,,0.172,63.0,25.0,direct-drive,,,,rpm/V,unknown,10.2,unknown,wye,7.0,,,,,"Gimbal outrunner, stator 12N14P (stator 52x8mm); internal resistance 10.2 Ohm; winding 'Star style' (=wye), 180 turns, 0.27mm wire. KV not published. Payload 600-1500g camera.",https://www.himodel.com/m/electric/iPower_Gimbal_Brushless_Motor_GBM5208H-180T_for_600-1500g_Camera.html,drone-lowkv_specs.csv
motor,iPower Motor,GBM8036-90T,https://www.kopterworx.com/ipower-gbm8036-90t-gimbal-motor.html,,,143.0,EUR 143 @ kopterworx.com (listed in EUR),,,,,,,,0.492,90.0,36.0,direct-drive,,,,rpm/V,unknown,19.3,unknown,,21.0,,,,,"Large gimbal outrunner, stator 36N42P (stator 81x12mm); internal resistance 19.3 Ohm; pre-wound 90 turns 0.20mm; hollow shaft (slipring-compatible); camera 5.0-6.5kg. KV not published.",https://www.kopterworx.com/ipower-gbm8036-90t-gimbal-motor.html,drone-lowkv_specs.csv
motor,iPower Motor,GM5208-12,https://shop.iflight.com/ipower-motor-gm5208-12-brushless-gimbal-motor-pro279,,,37.0,USD 39.90 @ shop.iflight.com (~0.92 EUR/USD),3-5S (11-18.5V),,,,,,,0.195,63.0,22.7,direct-drive,,,,rpm/V,unknown,15.2,unknown,,7.0,,,,,"Gimbal outrunner, stator 12N14P; internal resistance 15.2 Ohm +/-5pct; no-load 456-504 rpm @20V (implies ~23-25 rpm/V, not vendor-labelled KV so left blank); no-load current 0.09A; max power <=40W; 15mm OD hollow shaft, 12mm ID.",https://shop.iflight.com/ipower-motor-gm5208-12-brushless-gimbal-motor-pro279,drone-lowkv_specs.csv
motor,MAD Components,M40C30 PRO IPE KV43,https://www.mad-motor.com/products/mad-components-m40c30-pro-ipe,,,919.0,USD 999 @ mad-motor.com / uavmodel.com (~0.92 EUR/USD),12-24S,,48.0,,,,,3.46,151.4,81.0,direct-drive,,,43.0,rpm/V,unknown,,,,15.0,,,IP35,,"Large heavy-lift outrunner, stator 36N30P; max power 20000W; max (peak) torque 48 Nm; rated thrust 20-35 kgf, peak thrust up to 80 kgf; centrifugal air cooling. R NOT published. Other KV options on same frame: 10/35/50/55/62/80.",https://www.mad-motor.com/products/mad-components-m40c30-pro-ipe,drone-lowkv_specs.csv
motor,MAD Components,M50C35 EEE KV40,https://www.mad-motor.com/products/mad-components-m50c35-pro-eee,,,1011.0,USD 1099 @ ozrobotics.com (~0.92 EUR/USD),,,60.0,,,,,,,,direct-drive,,,40.0,rpm/V,unknown,,,,,,,,,Manned/heavy-lift outrunner; max power 25000W; max (peak) torque 60 Nm; max thrust 91-100kg. KV34 variant also listed. Dimensions/weight/R NOT published on reseller pages.,https://ozrobotics.com/shop/mad-m50-c35-eee-kv40-heavy-lift-manned-drone-motor-with-max-thrust-91kg/,drone-lowkv_specs.csv
driver,MAB Robotics,MD80 v3.0 motor controller,https://www.mabrobotics.pl/product-page/md80-motor-controller,,,220.0,mabrobotics.pl product page (schema.org Offer),up to 48,,,,,,,0.015,55.0,,none (controller only),,unknown,,,unknown,,unknown,,,,80.0,,FDCAN up to 8 Mbps,"Bare brushless motor CONTROLLER (driver), NOT a frameless motor - has no motor Kt/Kv/R/pole (those belong to the attached motor). Onboard 14-bit absolute encoder; aux connectors for external MAB on-axis/off-axis ring encoders, RS422 (on request), brake/limit switch. Motion modes: position/velocity (PID+profile), impedance (PD), torque (PI). Mass 15g on product page (MD-series overview lists 16g). Product page also displays 161,11 EUR next to 220,00 EUR; schema.org Offer and category listing both = 220.",MAB Robotics mabrobotics.pl fetched 2026-07-23,mab-robotics_specs.csv
driver,MAB Robotics,MD80 v3.0 CANopen motor controller,https://www.mabrobotics.pl/product-page/md80-canopen-motor-controller,,,220.0,mabrobotics.pl product page (schema.org Offer),up to 48,,,,,,,0.015,55.0,,none (controller only),,unknown,,,unknown,,unknown,,,,80.0,,CANopen,"Same board as MD80 v3.0 with CANopen interface for industrial/PLC integration. Bare controller, no motor constants. Onboard 14-bit absolute encoder.",MAB Robotics mabrobotics.pl fetched 2026-07-23,mab-robotics_specs.csv
driver,MAB Robotics,MD80 v3.0 60VDC motor controller,https://www.mabrobotics.pl/product-page/md80-60vdc-motor-controller,,,269.0,mabrobotics.pl category (schema.org Offer),up to 60,,,,,,,0.016,55.0,,none (controller only),,unknown,,,unknown,,unknown,,,,80.0,,FDCAN,"60V variant of MD80 v3.0: up to 60VDC, 80A peak, diameter 55mm, ~16g. Bare controller. Specs from MD-series overview; product page could not be re-fetched (bot wall) but price 269 EUR confirmed via schema.org catalog Offer.",MAB Robotics mabrobotics.pl fetched 2026-07-23,mab-robotics_specs.csv
driver,MAB Robotics,MD80 v3.0 60VDC CANopen motor controller,https://www.mabrobotics.pl/product-page/md80-60vdc-canopen-motor-controller,,,269.0,mabrobotics.pl category (schema.org Offer),up to 60,,,,,,,0.016,55.0,,none (controller only),,unknown,,,unknown,,unknown,,,,80.0,,CANopen,60V + CANopen variant of MD80 v3.0. Bare controller.,MAB Robotics mabrobotics.pl fetched 2026-07-23,mab-robotics_specs.csv
driver,MAB Robotics,MD20 v1.0 motor controller,https://www.mabrobotics.pl/product-page/md20-motor-controller,,,169.0,mabrobotics.pl category (schema.org Offer),up to 48,,,,,,,0.006,35.0,,none (controller only),,unknown,,,unknown,,unknown,,,,20.0,,FDCAN,"Smaller sibling of MD80: up to 48VDC, 20A peak, diameter 35mm, 6g. CANopen variant (md20-canopen-motor-controller) also 169 EUR. Bare controller, no motor constants. Not in original scope; included as direct-sale product.",MAB Robotics mabrobotics.pl fetched 2026-07-23,mab-robotics_specs.csv
actuator,MAB Robotics,MA-H,https://www.mabrobotics.pl/product-page/ma-h,,,1609.0,mabrobotics.pl product page (base config; schema.org Offer),12-48,,151.0,,,100.0,,0.54,73.0,62.0,harmonic 50:1/80:1/100:1 strain-wave,,unknown,,,unknown,,unknown,,,,,IP66,CAN-FD / CANopen,"Frameless BLDC + strain-wave gear + MD-series driver. Page publishes only a COMBINED RANGE: 'Torque 4-151 Nm (rated/peak)' and 'Max speed 35-100 RPM' spanning the 50:1/80:1/100:1 options; per-ratio rated/peak NOT split out. Recorded Peak=151 (top config, 100:1) and Max_Speed=100 (lowest ratio 50:1); rated left blank (not published per config). Accuracy <1.5 / repeatability +/-0.1 arcmin. 14-bit motor encoder + built-in ME-am output encoder; optional RLS AksIM-2 17-20bit output encoder; optional electromagnetic brake. Base config 1609 EUR; configs range up to 2449 EUR.",MAB Robotics mabrobotics.pl fetched 2026-07-23,mab-robotics_specs.csv
actuator,MAB Robotics,MA-hs-h-IP66,https://www.mabrobotics.pl/product-page/ma-hs-ip66,,,2599.0,mabrobotics.pl product page (base config; range 2599/2969/3299),12-48,28.0,60.0,,,90.0,,1.25,102.0,91.0,harmonic 50:1 strain-wave,,unknown,,,unknown,,unknown,,,,,IP66,CAN-FD / CANopen,Hollow-shaft harmonic actuator. Torque 28/60 Nm (rated/peak); max speed 90 RPM; 1:50 strain-wave. Dual 17-bit absolute encoders (motor side + output shaft). Optional electromagnetic brake and/or slip ring for wires. Accuracy <1.5 / rep +/-0.1 arcmin. Config prices 2599 (base) / 2969 / 3299 EUR; schema.org headline Offer = 3299 (default/top variant). Rated power NOT published on page (existing DB listed 250W - unverified). Real product slug is ma-hs-ip66 (ma-hs-h-ip66 404s).,MAB Robotics mabrobotics.pl fetched 2026-07-23,mab-robotics_specs.csv
actuator,MAB Robotics,MA-p-100-IP66 (KV60),https://www.mabrobotics.pl/product-page/ma-p-100-ip66,,,1559.0,mabrobotics.pl product page (base config; schema.org Offer),12-48,18.0,48.0,,,228.0,,1.1,103.0,79.6,planetary 9:1,,unknown,60.0,rpm/V,unknown,,unknown,,,,,IP66,CAN-FD / CANopen,"Planetary actuator, 9:1, backlash 9 arcmin (0.15 deg). KV60 motor winding: 18/48 Nm (rated/peak), 228 RPM max at 48V. Kv=60 taken from the 'KV60' winding-variant name (rpm/V, reference frame unstated). 14-bit motor encoder + built-in ME-am output encoder; options: MAB SLIM electromagnetic brake, RLS AksIM-2 17-20bit output encoder. 48VDC and 60VDC input versions. Cross-roller output bearing. Base 1559 EUR (configs to ~1898 EUR).",MAB Robotics mabrobotics.pl fetched 2026-07-23,mab-robotics_specs.csv
actuator,MAB Robotics,MA-p-100-IP66 (KV100),https://www.mabrobotics.pl/product-page/ma-p-100-ip66,,,1559.0,mabrobotics.pl product page (base config; schema.org Offer),12-48,15.0,38.0,,,421.0,,1.1,103.0,79.6,planetary 9:1,,unknown,100.0,rpm/V,unknown,,unknown,,,,,IP66,CAN-FD / CANopen,"Same body/price as KV60 variant. KV100 motor winding: 15/38 Nm (rated/peak), 421 RPM max at 48V. Kv=100 from the 'KV100' winding-variant name (rpm/V, reference unstated). 9:1 planetary, backlash 9 arcmin.",MAB Robotics mabrobotics.pl fetched 2026-07-23,mab-robotics_specs.csv
actuator,MAB Robotics,MA-p-100-30,https://www.mabrobotics.pl/product-page/ak10-30-cubemars-t-motor,,,897.56,mabrobotics.pl product page (base config; schema.org Offer),12-48,50.0,150.0,,,96.0,,1.1,98.0,67.0,planetary 30:1,,unknown,,,unknown,,unknown,,,,,,CAN-FD / CANopen,"Planetary actuator 30:1, backlash 18 arcmin (0.3 deg). 50/150 Nm (rated/peak), 96 RPM max at 48V. Absolute encoder on motor side (before reduction) + additional absolute encoder on output shaft. 48VDC and 60VDC input versions. IP rating NOT stated on page. Cross-roller output bearing. 897.56 EUR (base; ~946.56 with brake, ~1376-1425 for 60V configs). Legacy URL slug ak10-30-cubemars-t-motor.",MAB Robotics mabrobotics.pl fetched 2026-07-23,mab-robotics_specs.csv
actuator,MAB Robotics,MA-p-45-10,https://www.mabrobotics.pl/product-page/ma-p-45-10,,,303.41,mabrobotics.pl product page (schema.org Offer),12-48,2.5,7.0,,,300.0,,0.25,53.0,41.9,planetary 10:1,,unknown,,,unknown,,unknown,,,,,,CAN-FD / CANopen,"Compact planetary actuator 10:1, backlash 18 arcmin (0.3 deg). 2.5/7 Nm (rated/peak), 300 RPM max at 48V. 14-bit motor-side absolute encoder. IP not stated. ADDITIONAL find beyond original scope (smaller MA-p family).",MAB Robotics mabrobotics.pl fetched 2026-07-23,mab-robotics_specs.csv
actuator,MAB Robotics,MA-p-45-36,https://www.mabrobotics.pl/product-page/ma-p-45-36,,,357.26,mabrobotics.pl product page (schema.org Offer),12-48,8.0,24.0,,,80.0,,0.34,55.0,54.4,planetary 36:1,,unknown,,,unknown,,unknown,,,,,,CAN-FD / CANopen,"Planetary actuator 36:1, backlash 18 arcmin (0.3 deg). 8/24 Nm (rated/peak), 80 RPM max at 48V. 14-bit motor-side absolute encoder. IP not stated. ADDITIONAL find beyond original scope.",MAB Robotics mabrobotics.pl fetched 2026-07-23,mab-robotics_specs.csv
actuator,MAB Robotics,MA-p-40-10,https://www.mabrobotics.pl/product-page/ma-p-40-10,,,279.69,mabrobotics.pl product page (schema.org Offer),12-48,1.3,4.1,,,700.0,,0.17,53.0,35.9,planetary 10:1,,unknown,,,unknown,,unknown,,,,,,CAN-FD / CANopen,"Smallest MA-p planetary actuator 10:1, backlash 18 arcmin (0.3 deg). 1.3/4.1 Nm (rated/peak), 700 RPM max at 48V. 14-bit motor-side absolute encoder. IP not stated. ADDITIONAL find beyond original scope.",MAB Robotics mabrobotics.pl fetched 2026-07-23,mab-robotics_specs.csv
actuator,Maxon,HEJ 50-48-30,https://global.maxongroup.com/high-efficiency-joints,https://global.maxongroup.com/hubfs/Datasheet_HEJ_50_48_30_rev1.1.pdf?hsLang=en,Datasheet_HEJ_50_48_30_rev1.1.pdf,,,30-60,11.0,28.0,28.0,200.0,248.0,,0.53,71.5,65.0,integrated planetary (ratio not published),,unknown,,,,,,,,4.7,,default has no IP back-cap; IP67 covers on request,EtherCAT,"Rev1.1 P/N 922156. Nominal (continuous) joint torque 11 Nm; max joint torque actively controlled & repetitive 28 Nm (applied ~1-2s). Max joint velocity 21 rad/s @48V (200 rpm), 26 rad/s @60V (248 rpm). Impact/overtorque: 12e6 @23Nm, 100e3 @30Nm, 1e3 @40Nm. Cont. DC-link current 4.7 Arms; max input <40A. 14-bit abs output encoder; backlash 0.5deg avg; backdrive <0.8Nm; inertia 56 kgcm2; eff up to 74%. Kt not published (torque via motor current). Rated power not stated by maxon (11Nm x 21rad/s ~= 231W).",maxon datasheet HEJ 50-48-30 rev1.1,maxon_specs.csv
actuator,Maxon,HEJ 70-48-60,https://global.maxongroup.com/high-efficiency-joints,https://global.maxongroup.com/hubfs/Datasheet_HEJ_70_48_60_rev1.2.pdf?hsLang=en,Datasheet_HEJ_70_48_60_rev1.2.pdf,,,30-60,27.0,63.0,63.0,170.0,210.0,,1.04,88.0,77.0,integrated planetary (ratio not published),,unknown,,,,,,,,8.0,,IP67,EtherCAT,"Rev1.2 P/N 933846 (radial connectors) / 933847 (axial connectors). Nominal torque 27 Nm; max joint torque repetitive 63 Nm (~1-2s). Max joint velocity 17.8 rad/s @48V (170 rpm), 22 rad/s @60V (210 rpm). Impact/overtorque: 12e6 @38Nm, 100e3 @50Nm, 1e3 @67Nm. Cont. DC-link 8.0 Arms; max input <40A. IP67 incl. under load/bending; integrated user-controllable fan (12V). 14-bit abs encoder; inertia 112 kgcm2; backdrive <1.0Nm; eff up to 81.4%. Kt not published. Rated power not stated (27Nm x 18rad/s ~= 486W).",maxon datasheet HEJ 70-48-60 rev1.2,maxon_specs.csv
actuator,Maxon,HEJ 90-48-140,https://global.maxongroup.com/high-efficiency-joints,https://global.maxongroup.com/hubfs/Datasheet_HEJ_90_48_140_rev2.3.pdf?hsLang=en,Datasheet_HEJ_90_48_140_rev2.3.pdf,,,30-60,75.0,140.0,140.0,99.0,124.0,,2.006,108.0,90.0,integrated planetary (ratio not published),,unknown,,,,,,,,8.0,,IP67,EtherCAT,"Rev2.3 P/N 831220 (radial) / 895330 (axial). Nominal torque 75 Nm; max joint torque repetitive 140 Nm (~4-5s); 180 Nm variant available on request. Max joint velocity 10.4 rad/s @48V (99 rpm), 13.0 rad/s @60V (124 rpm). Impact/overtorque: 12e6 @180Nm, 100e3 @240Nm, 1e3 @320Nm. Mass 2.006kg radial / 1.987kg axial. Cont. DC-link 8.0 Arms. 12-bit abs encoder; inertia 0.045 kgm2; accel to max speed <8ms; eff up to 86.1%. Kt not published. Rated power not stated (75Nm x 10.05rad/s ~= 754W).",maxon datasheet HEJ 90-48-140 rev2.3,maxon_specs.csv
